ID,Year_Birth,Education,Age,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,totalAmount,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,campaignAccept,discretizatingAge,discretizatingIncome
2139,1975,Master,48,Married,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,31,3,2,0,3,5,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
1371,1976,Graduation,47,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,984,1,2,4,9,1,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,> $67793.5
9909,1996,Master,27,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,122,3,3,1,3,9,0,0,0,0,0,0,1,Accepted once or more,Among young,$0 - $34948.5
7286,1968,Graduation,55,Together,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,55,1,2,0,2,10,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
6566,1954,PhD,69,Married,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,1319,9,5,2,12,8,0,0,0,0,0,0,0,Never Accepted,Older Adults,> $67793.5
8614,1957,Graduation,66,Widow,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,507,1,4,2,10,2,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
4114,1964,Master,59,Married,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1693,1,6,9,13,3,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,> $67793.5
1331,1977,Graduation,46,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,72,2,2,0,3,7,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
2225,1977,Graduation,46,Divorced,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1617,1,4,9,7,1,1,0,0,1,0,0,1,Accepted once or more,Early middle-aged adults,> $67793.5
9381,1978,Graduation,45,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,606,7,4,2,10,3,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
6260,1955,Master,68,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1957,1,3,10,13,1,0,0,1,0,0,0,1,Accepted once or more,Older Adults,> $67793.5
10383,1966,Graduation,57,Divorced,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1093,1,5,5,10,3,0,0,0,0,0,0,1,Accepted once or more,Late middle-aged adults,> $67793.5
7437,1988,Graduation,35,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,29,1,1,0,4,3,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
8375,1968,PhD,55,Married,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,518,3,8,2,6,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
6853,1982,Master,41,Single,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1438,1,3,6,11,1,0,1,1,0,0,0,1,Accepted once or more,Early middle-aged adults,> $67793.5
3076,1975,Graduation,48,Together,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,612,4,4,2,12,3,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
1012,1952,Graduation,71,Single,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,884,4,8,2,10,7,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
6518,1951,PhD,72,Widow,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,606,1,7,3,8,5,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
4137,1948,Graduation,75,Together,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1076,1,7,4,4,4,0,0,0,0,0,0,0,Never Accepted,Older Adults,> $67793.5
8082,1971,Graduation,52,Married,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,34,1,1,1,2,7,0,0,0,0,0,0,1,Accepted once or more,Late middle-aged adults,$0 - $34948.5
1386,1967,Graduation,56,Together,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,11,1,1,0,2,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
9369,1979,Master,44,Single,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1274,1,11,10,10,5,1,0,0,1,0,0,1,Accepted once or more,Early middle-aged adults,> $67793.5
4477,1958,Graduation,65,Together,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,653,1,5,2,10,4,0,0,0,0,0,0,0,Never Accepted,Older Adults,> $67793.5
1357,1970,Graduation,53,Together,74854.0,1,2,2013-04-08,90,856,59,487,58,29,73,1562,7,2,5,5,5,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,> $67793.5
1402,1954,Master,69,Married,66991.0,0,0,2012-09-11,1,496,36,460,189,60,12,1253,3,4,8,6,3,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
6312,1959,Graduation,64,Married,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,863,4,10,3,13,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
8132,1975,PhD,48,Married,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,661,5,9,2,8,7,0,1,0,0,0,0,0,Accepted once or more,Early middle-aged adults,$34948.5 - $67793.5
1050,1952,Graduation,71,Married,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,65,1,2,1,4,2,0,0,0,0,0,0,0,Never Accepted,Older Adults,$0 - $34948.5
5846,1977,Graduation,46,Divorced,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,13,1,1,0,2,6,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
1859,1972,Master,51,Married,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1890,1,7,6,5,5,0,0,0,0,0,0,1,Accepted once or more,Late middle-aged adults,> $67793.5
7503,1976,Graduation,47,Single,75825.0,0,0,2012-10-12,40,1032,105,779,137,105,51,2209,0,5,8,9,4,1,0,0,0,0,0,1,Accepted once or more,Early middle-aged adults,> $67793.5
10401,1976,Master,47,Together,26326.0,0,0,2013-09-04,12,1,0,5,0,3,9,18,1,0,0,3,3,0,0,0,0,0,1,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
1618,1965,Graduation,58,Together,56046.0,0,0,2013-01-02,9,577,0,64,0,0,51,692,2,10,1,8,8,1,0,0,0,0,0,1,Accepted once or more,Late middle-aged adults,$34948.5 - $67793.5
3332,1985,Graduation,38,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,165,4,3,1,4,8,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
2261,1969,Graduation,54,Married,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,16,1,1,0,2,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
5346,1973,Master,50,Married,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,79,3,3,0,3,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
4119,1963,Master,60,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,318,1,2,5,3,3,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
535,1987,Graduation,36,Divorced,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,778,1,3,10,13,1,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,> $67793.5
5268,1960,Graduation,63,Married,29440.0,1,1,2013-08-11,95,17,8,14,10,4,3,56,2,1,0,4,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
273,1970,Master,53,Married,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,151,5,3,1,4,7,0,1,0,0,0,0,0,Accepted once or more,Late middle-aged adults,$34948.5 - $67793.5
4452,1957,Graduation,66,Single,50388.0,0,1,2014-05-28,3,292,6,37,0,3,34,372,4,6,1,6,7,0,1,0,1,0,0,1,Accepted once or more,Older Adults,$34948.5 - $67793.5
8504,1973,Graduation,50,Married,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1366,1,5,6,7,2,0,0,1,0,0,0,0,Accepted once or more,Late middle-aged adults,> $67793.5
771,1967,Graduation,56,Together,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,194,1,2,2,5,2,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
11178,1972,Master,51,Single,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,32,1,1,0,3,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
2230,1970,PhD,53,Married,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,43,3,3,1,3,5,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
7516,1983,Graduation,40,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,45,1,2,0,3,6,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
7247,1960,Graduation,63,Widow,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,606,5,7,4,6,6,0,1,0,0,0,0,0,Accepted once or more,Late middle-aged adults,$34948.5 - $67793.5
11100,1972,Graduation,51,Divorced,51813.0,1,1,2013-04-11,37,51,2,7,0,1,2,63,2,2,0,3,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
4646,1951,Master,72,Married,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,978,1,5,7,12,2,0,0,0,1,0,0,0,Accepted once or more,Older Adults,> $67793.5
3037,1983,PhD,40,Married,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,410,2,5,2,7,5,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
1473,1960,Master,63,Single,47823.0,0,1,2013-07-23,0,53,1,5,2,1,10,72,2,2,0,3,8,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
1016,1959,PhD,64,Single,34554.0,0,1,2014-03-30,43,41,1,6,2,0,5,55,2,2,0,3,6,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
4518,1979,Graduation,44,Together,85693.0,0,1,2013-04-20,59,386,172,183,185,132,111,1169,2,9,5,11,5,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,> $67793.5
9370,1945,PhD,78,Married,65846.0,0,0,2013-05-17,68,562,81,276,80,40,81,1120,1,6,3,6,4,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
8908,1959,Graduation,64,Married,87195.0,0,0,2014-05-08,35,217,76,690,50,26,38,1097,1,3,11,5,1,0,0,0,0,0,0,1,Accepted once or more,Late middle-aged adults,> $67793.5
8373,1979,Basic,44,Together,24594.0,1,0,2013-12-10,94,1,3,6,10,0,9,29,1,1,0,3,5,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
7533,1964,Graduation,59,Married,49096.0,1,1,2013-09-24,15,144,1,32,2,1,7,187,4,4,1,4,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
2683,1969,Graduation,54,Married,52413.0,0,2,2013-02-02,56,295,106,271,75,98,65,910,4,6,4,12,6,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
3629,1978,Graduation,45,Single,38557.0,1,0,2012-12-19,17,76,3,31,4,4,27,145,2,3,1,3,7,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
10991,1960,Master,63,Married,89058.0,0,0,2012-12-07,18,454,194,106,31,22,43,850,1,5,4,4,2,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,> $67793.5
5077,1979,Graduation,44,Together,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,969,1,6,6,11,3,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,> $67793.5
7431,1991,PhD,32,Single,68126.0,0,0,2012-11-10,40,1332,17,311,23,51,86,1820,1,7,4,5,9,0,1,0,0,0,0,1,Accepted once or more,Among young,> $67793.5
3267,1963,Master,60,Together,57288.0,0,1,2014-06-25,27,527,0,21,0,0,60,608,3,8,1,8,6,0,1,0,0,0,0,0,Accepted once or more,Late middle-aged adults,$34948.5 - $67793.5
999,1991,Graduation,32,Single,86037.0,0,0,2013-01-02,95,490,44,125,29,20,22,730,1,6,7,11,3,0,1,1,0,0,0,1,Accepted once or more,Among young,> $67793.5
9215,1980,PhD,43,Married,43974.0,1,0,2012-12-12,19,378,0,101,0,0,72,551,5,6,4,6,7,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
2286,1962,Graduation,61,Single,50785.0,1,1,2013-09-10,27,64,1,21,0,1,27,114,2,2,1,3,6,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
1592,1970,Graduation,53,Married,90765.0,0,0,2014-01-24,25,547,99,812,151,82,33,1724,0,4,6,5,1,0,0,1,1,0,0,0,Accepted once or more,Late middle-aged adults,> $67793.5
367,1978,Master,45,Married,36550.0,1,0,2013-02-19,74,47,90,94,123,103,120,577,5,9,1,5,9,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
5234,1967,Master,56,Together,30753.0,1,1,2013-07-11,85,12,5,25,0,9,30,81,2,1,1,3,5,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
9862,1969,Graduation,54,Together,21918.0,1,0,2013-11-14,37,1,6,7,11,5,3,33,2,2,0,3,6,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
9805,1953,Master,70,Together,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,660,4,6,2,10,4,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
6205,1967,Master,56,Single,32557.0,1,0,2014-02-24,13,34,3,29,0,4,10,80,3,2,1,3,5,0,0,0,0,0,0,1,Accepted once or more,Late middle-aged adults,$0 - $34948.5
8442,1985,Master,38,Married,19510.0,2,0,2013-09-04,63,9,0,7,3,4,7,30,2,1,0,3,7,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
7386,1976,Graduation,47,Divorced,30992.0,1,0,2013-04-22,83,17,0,14,7,3,2,43,1,1,0,3,7,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
7215,1983,Graduation,40,Single,101970.0,0,0,2013-03-12,69,722,27,102,44,72,168,1135,0,6,8,13,2,0,1,1,1,0,0,1,Accepted once or more,Early middle-aged adults,> $67793.5
1491,1965,Master,58,Together,71488.0,0,0,2013-02-18,87,162,33,124,40,28,172,559,2,3,4,7,1,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,> $67793.5
11071,1984,Graduation,39,Single,79607.0,0,0,2013-04-21,37,450,133,951,173,0,216,1923,1,3,6,6,1,0,0,0,0,0,0,1,Accepted once or more,Early middle-aged adults,> $67793.5
3381,1953,Master,70,Married,54348.0,1,1,2014-06-08,51,70,0,16,0,0,4,90,2,2,0,4,6,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
11051,1956,PhD,67,Together,77376.0,1,1,2014-05-10,72,492,19,110,16,12,12,661,4,6,3,10,4,0,0,0,0,0,0,0,Never Accepted,Older Adults,> $67793.5
8026,1952,Graduation,71,Married,62998.0,0,1,2013-09-30,10,120,58,73,65,89,58,463,5,5,4,5,5,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
433,1958,Master,65,Alone,61331.0,1,1,2013-03-10,42,534,5,47,0,5,41,632,5,11,1,6,8,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
9597,1969,Graduation,54,Married,73448.0,0,0,2014-02-10,10,236,106,189,23,41,130,725,1,7,2,9,4,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,> $67793.5
5290,1964,PhD,59,Married,41551.0,1,1,2013-08-14,51,220,0,33,3,0,23,279,5,5,1,5,8,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
1685,1967,PhD,56,Together,62981.0,0,0,2013-03-17,21,796,14,590,38,44,0,1482,1,4,5,13,3,0,1,0,0,0,0,0,Accepted once or more,Late middle-aged adults,$34948.5 - $67793.5
5342,1976,Basic,47,Divorced,9548.0,1,0,2012-08-08,31,0,1,3,10,6,9,29,2,1,0,3,8,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
9579,1959,PhD,64,Married,33762.0,2,1,2013-07-07,61,53,1,34,2,0,16,106,3,2,2,2,8,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
7660,1973,PhD,50,Alone,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,49,2,1,1,2,5,1,0,0,0,0,0,1,Accepted once or more,Late middle-aged adults,$34948.5 - $67793.5
1461,1965,PhD,58,Divorced,36921.0,1,1,2013-07-28,74,17,1,12,3,1,4,38,2,2,0,3,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
821,1992,Master,31,Single,92859.0,0,0,2012-10-19,46,962,61,921,52,61,20,2077,1,5,4,12,2,0,0,0,0,0,0,0,Never Accepted,Among young,> $67793.5
11084,1976,Master,47,Together,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,1053,2,3,5,7,7,0,0,0,0,0,0,1,Accepted once or more,Early middle-aged adults,$34948.5 - $67793.5
8690,1962,Graduation,61,Married,86111.0,0,0,2013-04-19,73,399,28,756,36,40,126,1385,1,5,7,10,2,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,> $67793.5
2937,1974,PhD,49,Single,68352.0,0,1,2013-08-28,47,614,16,132,43,33,33,871,3,8,5,9,6,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,> $67793.5
9701,1988,Graduation,35,Together,41883.0,1,0,2013-03-19,13,32,34,41,73,16,116,312,3,4,2,3,7,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
9949,1976,Graduation,47,Married,59809.0,0,2,2012-10-18,36,598,16,141,32,41,49,877,3,3,3,6,8,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
10837,1975,Graduation,48,Married,23957.0,1,0,2012-10-28,47,2,1,18,20,11,16,68,1,2,0,3,6,0,0,0,0,0,0,1,Accepted once or more,Early middle-aged adults,$0 - $34948.5
3120,1981,Graduation,42,Together,38547.0,1,0,2013-08-28,49,6,1,10,0,1,4,22,1,1,0,2,8,0,0,0,0,0,1,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
